@relation parking

@attribute id numeric
@attribute day_of_week {monday, tuesday, wednesday, thursday, friday, saturday, sunday}
@attribute minutes numeric
@attribute free numeric 

@data
2,wednesday,1020,174
6,thursday,840,93
4,thursday,600,348
2,wednesday,1020,193
8,monday,600,232
4,sunday,960,488
6,sunday,1200,99
6,sunday,1200,98
4,sunday,960,486
8,monday,600,172
10,friday,60,292
2,monday,540,272
138,monday,1200,0
2,wednesday,1020,157
2,wednesday,1020,158
9,monday,900,316
9,monday,900,323
6,monday,300,104
1,thursday,0,294
9,saturday,780,340
1,thursday,0,289
9,saturday,780,342
1,thursday,0,290
10,friday,60,235
1,thursday,0,286
12,thursday,60,120
12,friday,900,60
12,thursday,60,122
8,friday,60,168
5,saturday,660,53
12,thursday,60,118
138,tuesday,1020,0
4,thursday,600,215
4,thursday,600,214
8,thursday,960,62
2,thursday,720,47
5,tuesday,1020,155
12,friday,900,69
4,thursday,600,211
1,tuesday,60,307
4,thursday,600,213
6,tuesday,1140,83
5,sunday,720,244
8,wednesday,1260,82
1,tuesday,60,296
8,saturday,300,213
138,wednesday,0,0
4,friday,840,260
4,monday,660,267
138,friday,660,0
6,tuesday,1140,77
1,wednesday,900,220
5,tuesday,1020,167
1,wednesday,900,219
9,monday,180,350
4,tuesday,900,358
12,saturday,180,57
2,thursday,720,75
8,friday,1200,91
1,wednesday,900,202
1,monday,960,229
10,tuesday,120,362
1,sunday,1080,314
8,wednesday,1260,109
12,monday,120,136
1,monday,960,227
1,wednesday,900,192
12,monday,120,135
8,tuesday,1020,101
6,sunday,600,102
8,thursday,960,126
1,tuesday,1200,206
10,tuesday,120,356
4,thursday,600,254
5,saturday,480,245
1,saturday,840,281
6,monday,900,87
8,friday,60,215
138,thursday,240,0
2,friday,960,195
8,sunday,720,208
8,friday,1200,48
2,friday,960,193
8,thursday,960,110
5,saturday,480,243
4,thursday,600,259
138,saturday,900,0
8,wednesday,1080,144
8,saturday,300,199
5,sunday,720,229
2,thursday,720,23
1,saturday,840,295
8,wednesday,1260,73
10,friday,600,37
4,monday,660,224
6,monday,900,88
9,saturday,600,349
10,tuesday,120,321
8,friday,1200,29
8,tuesday,1020,126
8,wednesday,1260,63
4,wednesday,1140,375
1,tuesday,1200,228
8,sunday,720,238
5,saturday,660,164
2,thursday,720,36
9,tuesday,420,343
4,wednesday,1140,369
8,friday,1200,17
10,saturday,300,301
5,monday,600,257
4,wednesday,1140,367
9,saturday,600,340
4,wednesday,1140,365
10,saturday,300,297
8,thursday,960,76
9,tuesday,420,346
12,saturday,0,30
138,wednesday,180,0
8,friday,1200,0
1,thursday,1140,203
1,thursday,1140,205
1,thursday,1140,207
5,friday,240,250
1,thursday,1140,212
1,friday,1380,276
4,monday,480,512
1,friday,1380,284
8,sunday,900,172
4,friday,840,184
2,monday,1080,205
9,sunday,1200,348
8,sunday,900,183
2,monday,1080,208
2,tuesday,240,359
5,thursday,0,215
12,sunday,1380,108
4,tuesday,900,243
12,saturday,0,21
5,tuesday,840,120
6,tuesday,960,98
6,tuesday,960,99
12,sunday,1380,121
2,tuesday,240,349
12,thursday,1200,27
12,wednesday,960,88
5,thursday,0,266
138,monday,780,0
12,wednesday,960,83
12,thursday,1200,17
12,wednesday,960,81
12,thursday,1200,15
1,wednesday,300,305
12,wednesday,960,76
5,monday,600,170
6,monday,720,63
4,monday,480,442
5,thursday,0,238
5,thursday,0,241
6,monday,720,64
138,thursday,420,0
5,saturday,660,26
10,friday,600,162
5,tuesday,840,68
10,friday,780,15
5,saturday,660,17
9,thursday,120,349
9,thursday,120,347
10,sunday,540,370
6,sunday,780,102
10,friday,780,29
10,sunday,540,361
4,saturday,540,502
4,monday,1380,466
4,tuesday,720,203
4,saturday,540,496
4,monday,1380,458
1,thursday,960,215
9,thursday,900,305
2,tuesday,1200,268
9,thursday,900,313
1,thursday,960,223
1,thursday,960,227
9,thursday,900,298
12,saturday,960,57
10,saturday,1020,161
12,saturday,960,51
1,thursday,960,237
2,sunday,660,318
10,thursday,780,80
2,friday,420,334
4,sunday,360,505
12,thursday,1020,56
12,thursday,1020,45
5,wednesday,840,34
138,saturday,840,0
8,wednesday,120,285
2,tuesday,960,221
2,friday,0,318
2,sunday,660,334
2,friday,0,324
10,thursday,600,177
2,tuesday,960,204
4,tuesday,180,505
8,wednesday,1080,127
2,wednesday,60,342
8,wednesday,1080,135
12,saturday,1140,24
4,thursday,420,505
138,monday,240,0
12,saturday,1140,46
8,wednesday,1080,101
6,friday,120,95
10,saturday,1020,182
2,friday,240,357
8,wednesday,120,187
9,thursday,660,222
138,saturday,1080,0
4,thursday,1320,481
1,tuesday,480,278
12,thursday,780,24
5,wednesday,300,282
12,saturday,180,73
9,thursday,660,208
9,thursday,660,210
4,thursday,1320,496
4,thursday,420,506
10,tuesday,660,90
4,thursday,420,509
12,thursday,780,37
1,tuesday,780,102
12,tuesday,360,142
6,wednesday,1380,91
2,friday,180,356
8,friday,240,263
6,wednesday,1380,93
2,friday,180,357
4,thursday,1320,469
9,tuesday,240,347
12,thursday,780,56
1,tuesday,780,112
12,tuesday,1260,67
1,tuesday,480,307
4,tuesday,720,159
9,thursday,660,243
9,thursday,840,282
12,thursday,480,132
12,tuesday,540,104
5,saturday,1200,145
8,wednesday,360,293
12,thursday,480,128
10,tuesday,660,1
138,monday,480,0
10,tuesday,660,3
9,thursday,840,270
1,sunday,360,311
5,saturday,1200,140
10,saturday,480,293
6,tuesday,0,94
12,thursday,480,127
5,wednesday,120,254
9,thursday,840,298
6,thursday,660,71
12,tuesday,1260,42
6,thursday,660,69
6,tuesday,420,101
6,tuesday,420,102
6,thursday,660,65
1,thursday,900,184
1,thursday,900,183
138,wednesday,720,0
5,friday,60,238
9,thursday,840,305
5,wednesday,120,276
138,friday,1380,0
138,wednesday,1140,0
5,friday,60,207
12,saturday,420,114
12,saturday,420,115
8,wednesday,840,17
12,saturday,900,51
8,wednesday,540,231
8,wednesday,840,38
4,tuesday,0,466
8,wednesday,840,30
12,saturday,900,53
1,thursday,180,302
4,tuesday,0,480
6,thursday,660,55
4,tuesday,0,479
4,saturday,1080,429
1,thursday,180,311
4,monday,1200,384
9,tuesday,0,347
4,saturday,1080,437
12,tuesday,540,128
10,saturday,720,11
8,wednesday,840,69
8,wednesday,540,261
138,tuesday,300,0
4,tuesday,0,504
2,wednesday,780,60
138,wednesday,960,0
9,wednesday,1380,336
2,sunday,840,239
9,wednesday,1380,346
2,sunday,840,240
9,wednesday,1380,347
2,wednesday,780,72
138,tuesday,60,0
1,tuesday,240,307
10,saturday,720,59
9,thursday,1080,278
9,thursday,1080,280
9,thursday,1080,284
12,thursday,1020,63
138,wednesday,900,0
6,tuesday,180,102
6,tuesday,180,95
9,thursday,1080,289
1,thursday,720,109
1,tuesday,1020,220
5,thursday,960,122
2,tuesday,1200,220
1,thursday,720,122
12,saturday,720,30
1,thursday,720,93
1,thursday,720,97
1,thursday,420,309
1,thursday,720,100
1,thursday,420,304
12,saturday,720,37
10,thursday,1320,61
1,thursday,420,303
5,thursday,960,146
2,wednesday,780,39
2,wednesday,300,354
5,thursday,960,162
8,wednesday,300,294
2,wednesday,780,13
10,saturday,480,300
12,thursday,240,127
1,saturday,660,291
5,thursday,960,159
1,saturday,660,290
1,tuesday,1020,217
12,thursday,240,128
8,wednesday,300,293
10,thursday,1320,90
12,thursday,240,134
2,sunday,1080,274
4,monday,240,502
4,monday,240,504
4,monday,240,501
4,friday,600,356
2,sunday,1080,289
10,wednesday,840,40
6,friday,840,88
10,thursday,1080,45
6,friday,840,76
1,friday,660,124
138,sunday,120,0
1,friday,660,155
8,wednesday,1020,144
8,thursday,780,1
8,thursday,780,0
8,wednesday,1020,138
1,thursday,240,311
1,thursday,240,310
12,friday,0,57
1,thursday,240,302
4,saturday,840,361
9,friday,1320,330
2,tuesday,540,197
9,friday,1320,331
1,tuesday,300,307
10,monday,1140,42
138,monday,960,0
138,thursday,180,0
4,monday,240,512
2,saturday,1140,280
6,monday,480,104
10,wednesday,840,137
8,saturday,720,137
6,monday,480,101
1,wednesday,0,286
9,sunday,780,348
9,sunday,780,347
8,tuesday,600,159
10,wednesday,1320,171
10,saturday,1200,142
1,wednesday,0,279
10,wednesday,840,119
12,friday,0,79
138,monday,1020,0
2,tuesday,540,273
10,wednesday,1320,183
10,wednesday,1320,181
138,tuesday,1200,0
2,saturday,1140,264
10,wednesday,1320,189
10,thursday,1080,21
12,wednesday,540,74
9,monday,960,311
10,thursday,1080,17
9,monday,960,315
1,thursday,900,223
8,wednesday,1020,129
9,monday,960,304
8,wednesday,1020,127
9,monday,960,302
8,wednesday,1020,124
10,monday,660,34
6,saturday,1080,89
10,monday,660,29
8,tuesday,600,221
9,tuesday,180,347
6,saturday,1080,92
9,monday,960,323
12,sunday,1140,113
4,tuesday,660,203
5,thursday,780,33
12,saturday,240,89
6,wednesday,660,73
6,wednesday,660,72
6,wednesday,660,77
5,thursday,780,41
10,thursday,1080,5
6,wednesday,660,69
12,monday,1080,83
12,saturday,240,73
5,thursday,780,23
12,wednesday,540,115
8,thursday,60,278
8,monday,360,316
5,tuesday,120,269
5,thursday,780,25
1,thursday,900,215
5,tuesday,120,271
10,wednesday,840,61
2,wednesday,240,349
2,wednesday,240,350
10,thursday,360,385
2,wednesday,240,354
1,wednesday,1200,193
9,wednesday,420,349
10,wednesday,120,327
2,thursday,960,203
138,sunday,1320,0
4,wednesday,900,243
9,monday,480,327
2,thursday,960,208
8,thursday,60,241
5,tuesday,600,114
8,sunday,1140,191
1,wednesday,1200,219
8,saturday,1200,71
2,tuesday,1020,196
2,thursday,960,181
1,wednesday,1200,220
9,wednesday,1140,277
2,thursday,960,180
2,tuesday,1020,204
12,friday,1200,41
1,wednesday,1200,234
12,friday,1200,36
10,wednesday,120,337
10,monday,660,71
8,thursday,1260,62
8,thursday,60,204
8,thursday,1260,66
5,wednesday,540,279
10,wednesday,120,333
9,wednesday,1140,289
9,tuesday,900,311
10,thursday,360,328
5,friday,480,221
8,thursday,1260,81
9,tuesday,900,315
10,thursday,360,327
5,friday,480,235
9,sunday,300,349
9,sunday,300,350
5,tuesday,600,48
8,thursday,60,176
12,tuesday,120,134
9,wednesday,1140,265
9,wednesday,1140,266
12,tuesday,120,138
6,sunday,1020,102
6,sunday,1020,101
8,saturday,720,189
8,saturday,1200,134
8,saturday,1200,81
1,friday,1140,252
8,friday,480,214
5,wednesday,540,230
5,wednesday,1020,143
5,wednesday,1020,144
5,wednesday,1020,165
5,wednesday,1020,167
4,wednesday,900,256
8,friday,480,230
12,thursday,960,56
12,thursday,960,57
5,thursday,1260,93
12,thursday,960,67
4,saturday,840,311
2,wednesday,720,11
8,tuesday,1320,96
2,wednesday,720,13
10,thursday,600,161
9,friday,120,350
12,thursday,300,133
5,tuesday,600,242
12,thursday,300,134
5,thursday,1260,11
2,thursday,480,271
4,wednesday,900,357
12,thursday,300,126
1,monday,60,307
6,wednesday,1140,76
6,wednesday,1140,78
6,wednesday,1140,79
2,thursday,480,262
6,wednesday,1140,82
5,thursday,1260,16
1,monday,60,310
2,friday,900,195
8,friday,960,100
138,friday,420,0
138,tuesday,0,0
12,wednesday,60,106
4,wednesday,900,328
8,tuesday,1320,108
4,friday,120,508
4,friday,120,507
6,tuesday,900,98
5,sunday,420,253
10,monday,420,386
2,wednesday,720,75
6,tuesday,900,94
8,friday,960,56
2,friday,900,144
2,thursday,480,334
1,sunday,840,312
5,saturday,720,16
8,sunday,1140,125
5,saturday,720,17
1,tuesday,960,209
5,sunday,420,251
1,sunday,840,310
6,saturday,600,82
2,thursday,480,339
1,tuesday,960,217
4,sunday,540,505
4,sunday,540,502
6,saturday,600,89
5,monday,360,291
10,saturday,540,293
9,saturday,360,346
10,thursday,600,65
4,friday,600,270
9,saturday,360,347
5,monday,360,271
10,monday,420,393
10,thursday,600,41
5,monday,360,273
2,wednesday,720,60
4,saturday,360,502
4,saturday,360,503
10,saturday,540,266
9,monday,480,348
138,wednesday,240,0
8,saturday,0,34
12,wednesday,1020,67
8,saturday,240,199
138,thursday,900,0
1,wednesday,720,129
2,wednesday,1200,217
12,wednesday,1020,83
5,saturday,0,162
2,wednesday,1200,222
4,saturday,120,501
8,saturday,0,25
8,tuesday,1080,97
12,wednesday,1020,76
8,tuesday,1080,101
138,tuesday,240,0
8,saturday,240,178
4,saturday,120,496
1,monday,780,115
12,friday,960,69
2,thursday,0,323
5,monday,840,152
2,tuesday,60,347
8,monday,1080,191
2,tuesday,60,349
2,thursday,0,317
6,saturday,120,93
5,saturday,0,126
2,wednesday,1200,193
5,thursday,300,279
9,wednesday,660,209
2,saturday,660,308
8,monday,1080,176
5,thursday,300,269
10,sunday,960,283
2,thursday,0,295
8,thursday,300,220
12,monday,360,140
5,saturday,240,234
12,monday,360,141
1,thursday,1380,282
5,saturday,240,229
1,wednesday,960,220
2,saturday,660,289
9,monday,240,349
9,monday,240,350
2,thursday,0,289
10,saturday,780,39
1,wednesday,960,233
4,sunday,780,492
1,wednesday,960,243
5,wednesday,1260,34
4,sunday,780,486
4,monday,720,224
8,saturday,480,271
9,friday,600,208
8,saturday,480,272
10,saturday,780,11
5,monday,840,67
4,wednesday,180,503
1,monday,1020,216
2,monday,1260,205
12,friday,720,41
5,sunday,660,258
12,friday,720,43
138,monday,540,0
1,wednesday,720,107
1,monday,1020,229
1,monday,780,131
1,wednesday,720,123
1,thursday,1380,294
4,monday,720,191
1,wednesday,960,219
5,sunday,660,244
1,wednesday,720,112
6,tuesday,1380,95
5,wednesday,1260,77
6,saturday,360,91
4,friday,1320,453
12,wednesday,1260,99
2,wednesday,960,174
8,monday,1320,198
2,saturday,420,325
6,tuesday,1380,96
12,wednesday,780,32
2,saturday,420,324
5,monday,1080,149
1,sunday,1320,305
8,monday,1320,176
1,sunday,1320,306
2,wednesday,960,193
5,sunday,900,239
5,thursday,540,281
2,wednesday,960,189
4,tuesday,1140,365
12,wednesday,780,50
4,friday,1320,458
138,monday,300,0
9,friday,840,314
5,tuesday,600,34
5,thursday,540,262
8,tuesday,840,16
5,thursday,540,265
138,thursday,660,0
138,sunday,1080,0
8,tuesday,840,22
9,monday,0,350
2,wednesday,960,212
5,tuesday,600,38
12,wednesday,1260,79
12,wednesday,780,24
12,wednesday,1260,91
12,wednesday,1260,90
4,wednesday,420,503
5,monday,1080,76
10,wednesday,600,191
1,monday,1260,212
9,friday,840,261
9,wednesday,660,204
1,friday,180,309
9,wednesday,660,174
5,thursday,540,219
1,friday,180,298
5,wednesday,1260,164
138,tuesday,480,0
4,tuesday,1140,393
5,sunday,900,230
10,wednesday,360,391
9,wednesday,660,172
10,sunday,960,330
10,sunday,1200,193
5,wednesday,1260,130
10,sunday,1200,197
10,friday,1020,134
10,wednesday,600,210
12,sunday,420,83
12,sunday,420,87
4,friday,1080,418
4,sunday,1020,493
4,friday,1080,400
1,friday,420,308
1,monday,540,220
4,friday,1080,406
5,sunday,1140,238
5,monday,1320,230
5,sunday,1140,257
4,friday,1080,386
138,monday,60,0
4,sunday,1020,488
12,sunday,420,101
9,sunday,1020,348
12,sunday,420,103
9,sunday,1020,347
5,friday,960,155
10,saturday,60,204
2,tuesday,780,90
138,tuesday,720,0
8,tuesday,360,306
8,tuesday,360,307
6,friday,1080,84
6,friday,1080,85
1,monday,540,272
5,friday,960,160
1,wednesday,480,306
10,wednesday,1080,7
10,friday,1260,75
12,monday,840,106
2,saturday,180,321
12,wednesday,780,66
4,wednesday,660,179
2,tuesday,780,47
2,saturday,180,310
12,monday,840,114
138,thursday,1380,0
6,wednesday,420,98
138,sunday,600,0
1,wednesday,480,273
4,wednesday,660,162
12,monday,600,103
4,sunday,1260,492
5,thursday,60,238
2,tuesday,300,359
2,friday,1380,256
10,wednesday,1080,52
5,thursday,60,251
8,thursday,540,173
8,thursday,300,294
5,thursday,60,253
10,saturday,60,156
2,friday,1380,245
5,thursday,60,258
4,sunday,1260,486
10,wednesday,1080,66
5,thursday,60,266
10,wednesday,1080,80
5,monday,1320,76
5,thursday,60,273
12,sunday,660,80
12,sunday,660,83
6,monday,0,99
6,monday,0,100
8,thursday,300,301
12,friday,480,127
12,friday,480,133
12,monday,600,76
2,wednesday,1200,268
138,sunday,840,0
9,sunday,1260,348
8,thursday,780,25
8,thursday,540,244
8,thursday,780,11
8,thursday,780,10
6,friday,1320,91
6,friday,1320,90
8,thursday,780,14
8,tuesday,120,295
5,friday,1200,71
8,thursday,540,259
10,sunday,720,279
5,friday,1200,65
10,sunday,480,370
4,tuesday,1380,478
1,wednesday,240,305
8,thursday,540,214
6,wednesday,180,95
8,thursday,540,207
4,tuesday,1380,487
138,thursday,1140,0
8,tuesday,120,300
9,tuesday,1380,350
9,friday,1080,327
10,sunday,720,238
9,friday,1080,322
